,,
periodname,organisationunitname,Outpatient Morbidity-Communicable-Water/Food Borne-Typhoid (Enteric Fever) Cases
Jestha 2078,508 RUPANDEHI,458
Jestha 2078,110 ILAM,64
Jestha 2078,204 MAHOTTARI,576
Jestha 2078,205 SARLAHI,"1,712"
Jestha 2078,101 TAPLEJUNG,100
Jestha 2078,203 DHANUSA,822
Jestha 2078,207 BARA,740
Jestha 2078,401 GORKHA,274
Jestha 2078,301 DOLAKHA,128
Jestha 2078,406 LAMJUNG,343
Jestha 2078,607 JAJARKOT,842
Jestha 2078,111 JHAPA,597
Jestha 2078,708 KAILALI,863
Jestha 2078,202 SIRAHA,682
Jestha 2078,112 MORANG,507
Jestha 2078,108 TERHATHUM,68
Jestha 2078,109 PANCHTHAR,135
Jestha 2078,505 ARGHAKHANCHI,267
Jestha 2078,6 Karnali Province,"3,958"
Jestha 2078,306 KATHMANDU,510
Jestha 2078,409 SYANGJA,207
Jestha 2078,608 RUKUM WEST,817
Jestha 2078,704 BAITADI,223
Jestha 2078,407 TANAHU,304
Jestha 2078,206 RAUTAHAT ,658
Jestha 2078,610 SURKHET,901
Jestha 2078,503 PYUTHAN,300
Jestha 2078,2 Madhesh Province,"5,903"
Jestha 2078,304 DHADING,285
Jestha 2078,411 BAGLUNG,503
Jestha 2078,701 BAJURA,310
Jestha 2078,512 BARDIYA,351
Jestha 2078,309 KAVREPALANCHOK,373
Jestha 2078,404 MYAGDI,13
Jestha 2078,706 DOTI,514
Jestha 2078,604 JUMLA,66
Jestha 2078,113 SUNSARI,120
Jestha 2078,4 Gandaki Province,"2,592"
Jestha 2078,601 DOLPA,53
Jestha 2078,7 Sudurpashchim Province,"2,816"
Jestha 2078,102 SANKHUWASABHA,313
Jestha 2078,605 KALIKOT,90
Jestha 2078,201 SAPTARI,194
Jestha 2078,511 BANKE,534
Jestha 2078,606 DAILEKH,586
Jestha 2078,501 RUKUM EAST,218
Jestha 2078,310 RAMECHHAP,81
Jestha 2078,410 PARBAT,163
Jestha 2078,705 DADELDHURA,59
Jestha 2078,703 DARCHULA,42
Jestha 2078,105 KHOTANG,110
Jestha 2078,609 SALYAN,483
Jestha 2078,312 MAKWANPUR,101
Jestha 2078,509 KAPILBASTU,460
Jestha 2078,302 SINDHUPALCHOK,280
Jestha 2078,Nepal,"26,612"
Jestha 2078,403 MUSTANG,1
Jestha 2078,103 SOLUKHUMBU,18
Jestha 2078,603 HUMLA,54
Jestha 2078,405 KASKI,538
Jestha 2078,303 RASUWA,26
Jestha 2078,114 UDAYAPUR,304
Jestha 2078,502 ROLPA,"1,110"
Jestha 2078,1 Koshi Province,"2,619"
Jestha 2078,709 KANCHANPUR,288
Jestha 2078,707 ACHHAM,131
Jestha 2078,308 LALITPUR,319
Jestha 2078,3 Bagmati Province,"3,587"
Jestha 2078,5 Lumbini Province,"5,137"
Jestha 2078,208 PARSA,519
Jestha 2078,104 OKHALDHUNGA,122
Jestha 2078,506 PALPA,432
Jestha 2078,106 BHOJPUR,95
Jestha 2078,602 MUGU,66
Jestha 2078,313 CHITWAN,518
Jestha 2078,107 DHANKUTA,66
Jestha 2078,311 SINDHULI,624
Jestha 2078,510 DANG,330
Jestha 2078,305 NUWAKOT,207
Jestha 2078,408 NAWALPARASI EAST,246
Jestha 2078,307 BHAKTAPUR,135
Jestha 2078,507 NAWALPARASI WEST,199
Jestha 2078,702 BAJHANG,386
Jestha 2078,504 GULMI,478
Jestha 2079,107 DHANKUTA,76
Jestha 2079,311 SINDHULI,622
Jestha 2079,306 KATHMANDU,"1,189"
Jestha 2079,201 SAPTARI,261
Jestha 2079,106 BHOJPUR,62
Jestha 2079,601 DOLPA,51
Jestha 2079,113 SUNSARI,228
Jestha 2079,303 RASUWA,20
Jestha 2079,502 ROLPA,407
Jestha 2079,405 KASKI,"1,442"
Jestha 2079,504 GULMI,522
Jestha 2079,701 BAJURA,331
Jestha 2079,103 SOLUKHUMBU,94
Jestha 2079,Nepal,"27,593"
Jestha 2079,702 BAJHANG,481
Jestha 2079,313 CHITWAN,461
Jestha 2079,4 Gandaki Province,"3,632"
Jestha 2079,408 NAWALPARASI EAST,328
Jestha 2079,609 SALYAN,483
Jestha 2079,310 RAMECHHAP,156
Jestha 2079,604 JUMLA,48
Jestha 2079,508 RUPANDEHI,620
Jestha 2079,511 BANKE,669
Jestha 2079,104 OKHALDHUNGA,95
Jestha 2079,108 TERHATHUM,163
Jestha 2079,5 Lumbini Province,"4,492"
Jestha 2079,503 PYUTHAN,222
Jestha 2079,610 SURKHET,837
Jestha 2079,703 DARCHULA,105
Jestha 2079,109 PANCHTHAR,160
Jestha 2079,206 RAUTAHAT ,685
Jestha 2079,505 ARGHAKHANCHI,333
Jestha 2079,708 KAILALI,600
Jestha 2079,607 JAJARKOT,338
Jestha 2079,7 Sudurpashchim Province,"2,735"
Jestha 2079,602 MUGU,38
Jestha 2079,409 SYANGJA,265
Jestha 2079,304 DHADING,206
Jestha 2079,2 Madhesh Province,"5,879"
Jestha 2079,305 NUWAKOT,90
Jestha 2079,309 KAVREPALANCHOK,256
Jestha 2079,301 DOLAKHA,432
Jestha 2079,407 TANAHU,304
Jestha 2079,307 BHAKTAPUR,139
Jestha 2079,111 JHAPA,"1,128"
Jestha 2079,1 Koshi Province,"3,981"
Jestha 2079,512 BARDIYA,353
Jestha 2079,401 GORKHA,286
Jestha 2079,510 DANG,510
Jestha 2079,411 BAGLUNG,514
Jestha 2079,605 KALIKOT,107
Jestha 2079,404 MYAGDI,6
Jestha 2079,102 SANKHUWASABHA,181
Jestha 2079,207 BARA,703
Jestha 2079,704 BAITADI,168
Jestha 2079,706 DOTI,442
Jestha 2079,608 RUKUM WEST,537
Jestha 2079,410 PARBAT,193
Jestha 2079,506 PALPA,288
Jestha 2079,501 RUKUM EAST,134
Jestha 2079,110 ILAM,357
Jestha 2079,709 KANCHANPUR,399
Jestha 2079,509 KAPILBASTU,272
Jestha 2079,114 UDAYAPUR,414
Jestha 2079,707 ACHHAM,89
Jestha 2079,312 MAKWANPUR,125
Jestha 2079,3 Bagmati Province,"3,991"
Jestha 2079,203 DHANUSA,598
Jestha 2079,205 SARLAHI,"1,239"
Jestha 2079,705 DADELDHURA,120
Jestha 2079,507 NAWALPARASI WEST,162
Jestha 2079,204 MAHOTTARI,"1,050"
Jestha 2079,606 DAILEKH,373
Jestha 2079,302 SINDHUPALCHOK,117
Jestha 2079,406 LAMJUNG,294
Jestha 2079,6 Karnali Province,"2,883"
Jestha 2079,105 KHOTANG,117
Jestha 2079,208 PARSA,597
Jestha 2079,112 MORANG,824
Jestha 2079,101 TAPLEJUNG,82
Jestha 2079,202 SIRAHA,746
Jestha 2079,308 LALITPUR,178
Jestha 2079,603 HUMLA,71
Jestha 2080,106 BHOJPUR,59
Jestha 2080,306 KATHMANDU,"1,228"
Jestha 2080,505 ARGHAKHANCHI,131
Jestha 2080,201 SAPTARI,437
Jestha 2080,311 SINDHULI,302
Jestha 2080,113 SUNSARI,237
Jestha 2080,303 RASUWA,1
Jestha 2080,406 LAMJUNG,92
Jestha 2080,104 OKHALDHUNGA,116
Jestha 2080,403 MUSTANG,5
Jestha 2080,302 SINDHUPALCHOK,111
Jestha 2080,503 PYUTHAN,267
Jestha 2080,308 LALITPUR,128
Jestha 2080,105 KHOTANG,49
Jestha 2080,112 MORANG,922
Jestha 2080,109 PANCHTHAR,90
Jestha 2080,708 KAILALI,645
Jestha 2080,107 DHANKUTA,49
Jestha 2080,206 RAUTAHAT ,937
Jestha 2080,511 BANKE,677
Jestha 2080,205 SARLAHI,"13,628"
Jestha 2080,402 MANANG,2
Jestha 2080,108 TERHATHUM,135
Jestha 2080,502 ROLPA,449
Jestha 2080,507 NAWALPARASI WEST,245
Jestha 2080,405 KASKI,758
Jestha 2080,510 DANG,346
Jestha 2080,702 BAJHANG,385
Jestha 2080,401 GORKHA,117
Jestha 2080,504 GULMI,257
Jestha 2080,408 NAWALPARASI EAST,182
Jestha 2080,313 CHITWAN,396
Jestha 2080,602 MUGU,26
Jestha 2080,7 Sudurpashchim Province,"2,383"
Jestha 2080,2 Madhesh Province,"18,256"
Jestha 2080,304 DHADING,124
Jestha 2080,1 Koshi Province,"3,305"
Jestha 2080,5 Lumbini Province,"4,621"
Jestha 2080,407 TANAHU,289
Jestha 2080,305 NUWAKOT,112
Jestha 2080,309 KAVREPALANCHOK,240
Jestha 2080,512 BARDIYA,415
Jestha 2080,301 DOLAKHA,112
Jestha 2080,111 JHAPA,889
Jestha 2080,307 BHAKTAPUR,99
Jestha 2080,312 MAKWANPUR,129
Jestha 2080,208 PARSA,410
Jestha 2080,202 SIRAHA,696
Jestha 2080,703 DARCHULA,82
Jestha 2080,610 SURKHET,558
Jestha 2080,409 SYANGJA,247
Jestha 2080,310 RAMECHHAP,98
Jestha 2080,609 SALYAN,469
Jestha 2080,607 JAJARKOT,238
Jestha 2080,101 TAPLEJUNG,109
Jestha 2080,603 HUMLA,35
Jestha 2080,606 DAILEKH,233
Jestha 2080,508 RUPANDEHI,907
Jestha 2080,410 PARBAT,84
Jestha 2080,501 RUKUM EAST,127
Jestha 2080,110 ILAM,48
Jestha 2080,506 PALPA,196
Jestha 2080,509 KAPILBASTU,604
Jestha 2080,6 Karnali Province,"2,325"
Jestha 2080,203 DHANUSA,591
Jestha 2080,3 Bagmati Province,"3,080"
Jestha 2080,707 ACHHAM,93
Jestha 2080,709 KANCHANPUR,429
Jestha 2080,204 MAHOTTARI,994
Jestha 2080,114 UDAYAPUR,375
Jestha 2080,705 DADELDHURA,167
Jestha 2080,701 BAJURA,227
Jestha 2080,601 DOLPA,87
Jestha 2080,605 KALIKOT,117
Jestha 2080,411 BAGLUNG,363
Jestha 2080,102 SANKHUWASABHA,155
Jestha 2080,103 SOLUKHUMBU,72
Jestha 2080,706 DOTI,295
Jestha 2080,704 BAITADI,60
Jestha 2080,207 BARA,563
Jestha 2080,Nepal,"36,125"
Jestha 2080,604 JUMLA,111
Jestha 2080,4 Gandaki Province,"2,155"
Jestha 2080,608 RUKUM WEST,451
Jestha 2080,404 MYAGDI,16
Kartik 2071,512 BARDIYA,843
Kartik 2071,1 Koshi Province,"5,291"
Kartik 2071,411 BAGLUNG,558
Kartik 2071,610 SURKHET,713
Kartik 2071,703 DARCHULA,117
Kartik 2071,706 DOTI,179
Kartik 2071,312 MAKWANPUR,198
Kartik 2071,404 MYAGDI,113
Kartik 2071,603 HUMLA,24
Kartik 2071,310 RAMECHHAP,256
Kartik 2071,609 SALYAN,399
Kartik 2071,602 MUGU,3
Kartik 2071,608 RUKUM WEST,144
Kartik 2071,604 JUMLA,88
Kartik 2071,402 MANANG,8
Kartik 2071,7 Sudurpashchim Province,"3,713"
Kartik 2071,102 SANKHUWASABHA,358
Kartik 2071,305 NUWAKOT,491
Kartik 2071,605 KALIKOT,81
Kartik 2071,309 KAVREPALANCHOK,976
Kartik 2071,510 DANG,857
Kartik 2071,502 ROLPA,369
Kartik 2071,701 BAJURA,244
Kartik 2071,104 OKHALDHUNGA,245
Kartik 2071,607 JAJARKOT,193
Kartik 2071,408 NAWALPARASI EAST,274
Kartik 2071,401 GORKHA,494
Kartik 2071,405 KASKI,681
Kartik 2071,206 RAUTAHAT ,670
Kartik 2071,304 DHADING,660
Kartik 2071,409 SYANGJA,567
Kartik 2071,511 BANKE,669
Kartik 2071,505 ARGHAKHANCHI,376
Kartik 2071,303 RASUWA,55
Kartik 2071,5 Lumbini Province,"7,039"
Kartik 2071,108 TERHATHUM,135
Kartik 2071,504 GULMI,718
Kartik 2071,503 PYUTHAN,525
Kartik 2071,109 PANCHTHAR,101
Kartik 2071,203 DHANUSA,"1,588"
Kartik 2071,112 MORANG,"1,139"
Kartik 2071,708 KAILALI,"1,381"
Kartik 2071,406 LAMJUNG,250
Kartik 2071,313 CHITWAN,445
Kartik 2071,106 BHOJPUR,315
Kartik 2071,311 SINDHULI,441
Kartik 2071,201 SAPTARI,464
Kartik 2071,508 RUPANDEHI,503
Kartik 2071,113 SUNSARI,299
Kartik 2071,702 BAJHANG,372
Kartik 2071,205 SARLAHI,"1,125"
Kartik 2071,507 NAWALPARASI WEST,639
Kartik 2071,601 DOLPA,71
Kartik 2071,403 MUSTANG,6
Kartik 2071,307 BHAKTAPUR,192
Kartik 2071,302 SINDHUPALCHOK,537
Kartik 2071,103 SOLUKHUMBU,126
Kartik 2071,4 Gandaki Province,"3,551"
Kartik 2071,101 TAPLEJUNG,132
Kartik 2071,Nepal,"35,348"
Kartik 2071,105 KHOTANG,416
Kartik 2071,207 BARA,462
Kartik 2071,107 DHANKUTA,271
Kartik 2071,704 BAITADI,214
Kartik 2071,306 KATHMANDU,"1,219"
Kartik 2071,501 RUKUM EAST,70
Kartik 2071,410 PARBAT,265
Kartik 2071,606 DAILEKH,820
Kartik 2071,506 PALPA,407
Kartik 2071,2 Madhesh Province,"7,319"
Kartik 2071,509 KAPILBASTU,"1,063"
Kartik 2071,308 LALITPUR,199
Kartik 2071,111 JHAPA,"1,354"
Kartik 2071,208 PARSA,514
Kartik 2071,6 Karnali Province,"2,536"
Kartik 2071,3 Bagmati Province,"5,899"
Kartik 2071,202 SIRAHA,"1,397"
Kartik 2071,407 TANAHU,335
Kartik 2071,114 UDAYAPUR,304
Kartik 2071,707 ACHHAM,227
Kartik 2071,709 KANCHANPUR,608
Kartik 2071,204 MAHOTTARI,"1,099"
Kartik 2071,301 DOLAKHA,230
Kartik 2071,110 ILAM,96
Kartik 2071,705 DADELDHURA,371
Kartik 2072,606 DAILEKH,417
Kartik 2072,511 BANKE,341
Kartik 2072,410 PARBAT,165
Kartik 2072,501 RUKUM EAST,64
Kartik 2072,506 PALPA,440
Kartik 2072,Nepal,"31,498"
Kartik 2072,509 KAPILBASTU,598
Kartik 2072,408 NAWALPARASI EAST,333
Kartik 2072,4 Gandaki Province,"3,997"
Kartik 2072,302 SINDHUPALCHOK,346
Kartik 2072,609 SALYAN,324
Kartik 2072,105 KHOTANG,331
Kartik 2072,404 MYAGDI,77
Kartik 2072,703 DARCHULA,110
Kartik 2072,310 RAMECHHAP,346
Kartik 2072,405 KASKI,"1,321"
Kartik 2072,208 PARSA,289
Kartik 2072,308 LALITPUR,476
Kartik 2072,104 OKHALDHUNGA,277
Kartik 2072,103 SOLUKHUMBU,236
Kartik 2072,1 Koshi Province,"5,793"
Kartik 2072,705 DADELDHURA,259
Kartik 2072,5 Lumbini Province,"6,255"
Kartik 2072,407 TANAHU,364
Kartik 2072,3 Bagmati Province,"5,128"
Kartik 2072,709 KANCHANPUR,420
Kartik 2072,502 ROLPA,350
Kartik 2072,707 ACHHAM,221
Kartik 2072,114 UDAYAPUR,435
Kartik 2072,303 RASUWA,53
Kartik 2072,109 PANCHTHAR,165
Kartik 2072,505 ARGHAKHANCHI,238
Kartik 2072,7 Sudurpashchim Province,"2,882"
Kartik 2072,411 BAGLUNG,509
Kartik 2072,503 PYUTHAN,359
Kartik 2072,2 Madhesh Province,"5,413"
Kartik 2072,304 DHADING,715
Kartik 2072,706 DOTI,157
Kartik 2072,608 RUKUM WEST,157
Kartik 2072,610 SURKHET,639
Kartik 2072,704 BAITADI,166
Kartik 2072,409 SYANGJA,470
Kartik 2072,206 RAUTAHAT ,511
Kartik 2072,601 DOLPA,133
Kartik 2072,605 KALIKOT,52
Kartik 2072,102 SANKHUWASABHA,368
Kartik 2072,604 JUMLA,61
Kartik 2072,201 SAPTARI,515
Kartik 2072,512 BARDIYA,888
Kartik 2072,701 BAJURA,184
Kartik 2072,309 KAVREPALANCHOK,607
Kartik 2072,113 SUNSARI,582
Kartik 2072,110 ILAM,64
Kartik 2072,508 RUPANDEHI,"1,094"
Kartik 2072,6 Karnali Province,"2,030"
Kartik 2072,202 SIRAHA,"1,053"
Kartik 2072,401 GORKHA,320
Kartik 2072,607 JAJARKOT,159
Kartik 2072,207 BARA,516
Kartik 2072,101 TAPLEJUNG,199
Kartik 2072,301 DOLAKHA,167
Kartik 2072,708 KAILALI,"1,043"
Kartik 2072,203 DHANUSA,"1,024"
Kartik 2072,108 TERHATHUM,164
Kartik 2072,204 MAHOTTARI,762
Kartik 2072,111 JHAPA,"1,407"
Kartik 2072,306 KATHMANDU,820
Kartik 2072,106 BHOJPUR,311
Kartik 2072,112 MORANG,976
Kartik 2072,311 SINDHULI,469
Kartik 2072,313 CHITWAN,426
Kartik 2072,603 HUMLA,58
Kartik 2072,107 DHANKUTA,278
Kartik 2072,406 LAMJUNG,433
Kartik 2072,507 NAWALPARASI WEST,583
Kartik 2072,510 DANG,812
Kartik 2072,702 BAJHANG,322
Kartik 2072,403 MUSTANG,2
Kartik 2072,312 MAKWANPUR,184
Kartik 2072,504 GULMI,488
Kartik 2072,205 SARLAHI,743
Kartik 2072,402 MANANG,3
Kartik 2072,307 BHAKTAPUR,182
Kartik 2072,602 MUGU,30
Kartik 2072,305 NUWAKOT,337
Kartik 2073,701 BAJURA,215
Kartik 2073,405 KASKI,946
Kartik 2073,502 ROLPA,321
Kartik 2073,408 NAWALPARASI EAST,373
Kartik 2073,303 RASUWA,24
Kartik 2073,601 DOLPA,58
Kartik 2073,702 BAJHANG,344
Kartik 2073,201 SAPTARI,680
Kartik 2073,4 Gandaki Province,"3,387"
Kartik 2073,308 LALITPUR,729
Kartik 2073,104 OKHALDHUNGA,171
Kartik 2073,106 BHOJPUR,338
Kartik 2073,310 RAMECHHAP,344
Kartik 2073,609 SALYAN,350
Kartik 2073,410 PARBAT,157
Kartik 2073,107 DHANKUTA,214
Kartik 2073,206 RAUTAHAT ,821
Kartik 2073,113 SUNSARI,458
Kartik 2073,703 DARCHULA,78
Kartik 2073,105 KHOTANG,296
Kartik 2073,311 SINDHULI,542
Kartik 2073,503 PYUTHAN,440
Kartik 2073,403 MUSTANG,7
Kartik 2073,302 SINDHUPALCHOK,373
Kartik 2073,312 MAKWANPUR,175
Kartik 2073,512 BARDIYA,549
Kartik 2073,406 LAMJUNG,249
Kartik 2073,707 ACHHAM,125
Kartik 2073,114 UDAYAPUR,408
Kartik 2073,603 HUMLA,72
Kartik 2073,208 PARSA,646
Kartik 2073,404 MYAGDI,47
Kartik 2073,706 DOTI,80
Kartik 2073,3 Bagmati Province,"6,196"
Kartik 2073,112 MORANG,"2,707"
Kartik 2073,605 KALIKOT,48
Kartik 2073,604 JUMLA,70
Kartik 2073,506 PALPA,349
Kartik 2073,608 RUKUM WEST,86
Kartik 2073,306 KATHMANDU,"1,429"
Kartik 2073,606 DAILEKH,500
Kartik 2073,501 RUKUM EAST,61
Kartik 2073,110 ILAM,175
Kartik 2073,705 DADELDHURA,192
Kartik 2073,111 JHAPA,"1,420"
Kartik 2073,203 DHANUSA,901
Kartik 2073,Nepal,"33,518"
Kartik 2073,204 MAHOTTARI,712
Kartik 2073,709 KANCHANPUR,631
Kartik 2073,704 BAITADI,176
Kartik 2073,407 TANAHU,554
Kartik 2073,2 Madhesh Province,"5,809"
Kartik 2073,411 BAGLUNG,421
Kartik 2073,509 KAPILBASTU,914
Kartik 2073,103 SOLUKHUMBU,80
Kartik 2073,307 BHAKTAPUR,122
Kartik 2073,607 JAJARKOT,192
Kartik 2073,510 DANG,648
Kartik 2073,301 DOLAKHA,116
Kartik 2073,108 TERHATHUM,96
Kartik 2073,207 BARA,506
Kartik 2073,101 TAPLEJUNG,165
Kartik 2073,309 KAVREPALANCHOK,752
Kartik 2073,305 NUWAKOT,409
Kartik 2073,102 SANKHUWASABHA,355
Kartik 2073,6 Karnali Province,"2,046"
Kartik 2073,7 Sudurpashchim Province,"3,067"
Kartik 2073,202 SIRAHA,"1,410"
Kartik 2073,205 SARLAHI,133
Kartik 2073,409 SYANGJA,329
Kartik 2073,602 MUGU,49
Kartik 2073,610 SURKHET,621
Kartik 2073,304 DHADING,463
Kartik 2073,508 RUPANDEHI,"1,173"
Kartik 2073,1 Koshi Province,"7,012"
Kartik 2073,5 Lumbini Province,"6,001"
Kartik 2073,708 KAILALI,"1,226"
Kartik 2073,507 NAWALPARASI WEST,612
Kartik 2073,109 PANCHTHAR,129
Kartik 2073,505 ARGHAKHANCHI,167
Kartik 2073,504 GULMI,306
Kartik 2073,511 BANKE,461
Kartik 2073,313 CHITWAN,718
Kartik 2073,401 GORKHA,304
Kartik 2074,508 RUPANDEHI,"1,383"
Kartik 2074,110 ILAM,201
Kartik 2074,204 MAHOTTARI,"1,518"
Kartik 2074,207 BARA,658
Kartik 2074,101 TAPLEJUNG,126
Kartik 2074,108 TERHATHUM,172
Kartik 2074,607 JAJARKOT,228
Kartik 2074,6 Karnali Province,"2,167"
Kartik 2074,202 SIRAHA,969
Kartik 2074,507 NAWALPARASI WEST,423
Kartik 2074,708 KAILALI,863
Kartik 2074,510 DANG,781
Kartik 2074,406 LAMJUNG,290
Kartik 2074,307 BHAKTAPUR,221
Kartik 2074,309 KAVREPALANCHOK,441
Kartik 2074,305 NUWAKOT,377
Kartik 2074,409 SYANGJA,342
Kartik 2074,205 SARLAHI,451
Kartik 2074,304 DHADING,699
Kartik 2074,503 PYUTHAN,379
Kartik 2074,505 ARGHAKHANCHI,224
Kartik 2074,313 CHITWAN,583
Kartik 2074,610 SURKHET,520
Kartik 2074,602 MUGU,75
Kartik 2074,5 Lumbini Province,"6,503"
Kartik 2074,109 PANCHTHAR,92
Kartik 2074,106 BHOJPUR,361
Kartik 2074,504 GULMI,266
Kartik 2074,502 ROLPA,376
Kartik 2074,303 RASUWA,39
Kartik 2074,1 Koshi Province,"7,076"
Kartik 2074,405 KASKI,951
Kartik 2074,401 GORKHA,346
Kartik 2074,606 DAILEKH,572
Kartik 2074,511 BANKE,707
Kartik 2074,408 NAWALPARASI EAST,278
Kartik 2074,4 Gandaki Province,"3,602"
Kartik 2074,410 PARBAT,248
Kartik 2074,104 OKHALDHUNGA,137
Kartik 2074,506 PALPA,531
Kartik 2074,604 JUMLA,89
Kartik 2074,208 PARSA,417
Kartik 2074,605 KALIKOT,56
Kartik 2074,702 BAJHANG,277
Kartik 2074,601 DOLPA,40
Kartik 2074,206 RAUTAHAT ,470
Kartik 2074,701 BAJURA,173
Kartik 2074,113 SUNSARI,367
Kartik 2074,703 DARCHULA,185
Kartik 2074,603 HUMLA,172
Kartik 2074,403 MUSTANG,5
Kartik 2074,107 DHANKUTA,140
Kartik 2074,609 SALYAN,264
Kartik 2074,311 SINDHULI,806
Kartik 2074,310 RAMECHHAP,312
Kartik 2074,512 BARDIYA,611
Kartik 2074,105 KHOTANG,334
Kartik 2074,302 SINDHUPALCHOK,257
Kartik 2074,312 MAKWANPUR,205
Kartik 2074,112 MORANG,"2,684"
Kartik 2074,306 KATHMANDU,"1,426"
Kartik 2074,608 RUKUM WEST,151
Kartik 2074,7 Sudurpashchim Province,"3,194"
Kartik 2074,706 DOTI,222
Kartik 2074,308 LALITPUR,435
Kartik 2074,201 SAPTARI,448
Kartik 2074,102 SANKHUWASABHA,279
Kartik 2074,707 ACHHAM,236
Kartik 2074,3 Bagmati Province,"6,088"
Kartik 2074,111 JHAPA,"1,605"
Kartik 2074,709 KANCHANPUR,868
Kartik 2074,704 BAITADI,136
Kartik 2074,404 MYAGDI,196
Kartik 2074,114 UDAYAPUR,489
Kartik 2074,301 DOLAKHA,287
Kartik 2074,705 DADELDHURA,234
Kartik 2074,501 RUKUM EAST,65
Kartik 2074,407 TANAHU,415
Kartik 2074,Nepal,"35,374"
Kartik 2074,203 DHANUSA,"1,813"
Kartik 2074,411 BAGLUNG,531
Kartik 2074,509 KAPILBASTU,757
Kartik 2074,103 SOLUKHUMBU,89
Kartik 2074,2 Madhesh Province,"6,744"
Kartik 2075,101 TAPLEJUNG,129
Kartik 2075,204 MAHOTTARI,"1,486"
Kartik 2075,202 SIRAHA,"1,057"
Kartik 2075,207 BARA,415
Kartik 2075,108 TERHATHUM,124
Kartik 2075,607 JAJARKOT,165
Kartik 2075,307 BHAKTAPUR,357
Kartik 2075,508 RUPANDEHI,739
Kartik 2075,401 GORKHA,197
Kartik 2075,102 SANKHUWASABHA,231
Kartik 2075,704 BAITADI,117
Kartik 2075,507 NAWALPARASI WEST,349
Kartik 2075,305 NUWAKOT,254
Kartik 2075,309 KAVREPALANCHOK,369
Kartik 2075,205 SARLAHI,"1,185"
Kartik 2075,608 RUKUM WEST,316
Kartik 2075,602 MUGU,29
Kartik 2075,504 GULMI,454
Kartik 2075,510 DANG,741
Kartik 2075,7 Sudurpashchim Province,"2,494"
Kartik 2075,610 SURKHET,573
Kartik 2075,5 Lumbini Province,"5,733"
Kartik 2075,109 PANCHTHAR,80
Kartik 2075,512 BARDIYA,567
Kartik 2075,313 CHITWAN,303
Kartik 2075,1 Koshi Province,"4,531"
Kartik 2075,503 PYUTHAN,333
Kartik 2075,304 DHADING,290
Kartik 2075,703 DARCHULA,139
Kartik 2075,206 RAUTAHAT ,912
Kartik 2075,708 KAILALI,904
Kartik 2075,409 SYANGJA,245
Kartik 2075,303 RASUWA,38
Kartik 2075,104 OKHALDHUNGA,154
Kartik 2075,505 ARGHAKHANCHI,202
Kartik 2075,105 KHOTANG,223
Kartik 2075,509 KAPILBASTU,662
Kartik 2075,4 Gandaki Province,"3,369"
Kartik 2075,511 BANKE,752
Kartik 2075,408 NAWALPARASI EAST,188
Kartik 2075,502 ROLPA,427
Kartik 2075,606 DAILEKH,343
Kartik 2075,501 RUKUM EAST,74
Kartik 2075,609 SALYAN,321
Kartik 2075,310 RAMECHHAP,166
Kartik 2075,405 KASKI,"1,461"
Kartik 2075,302 SINDHUPALCHOK,202
Kartik 2075,103 SOLUKHUMBU,55
Kartik 2075,403 MUSTANG,4
Kartik 2075,Nepal,"30,629"
Kartik 2075,113 SUNSARI,298
Kartik 2075,604 JUMLA,52
Kartik 2075,402 MANANG,1
Kartik 2075,404 MYAGDI,61
Kartik 2075,106 BHOJPUR,271
Kartik 2075,701 BAJURA,172
Kartik 2075,605 KALIKOT,112
Kartik 2075,601 DOLPA,61
Kartik 2075,702 BAJHANG,181
Kartik 2075,201 SAPTARI,491
Kartik 2075,407 TANAHU,347
Kartik 2075,706 DOTI,172
Kartik 2075,112 MORANG,"1,181"
Kartik 2075,406 LAMJUNG,338
Kartik 2075,312 MAKWANPUR,246
Kartik 2075,2 Madhesh Province,"7,155"
Kartik 2075,311 SINDHULI,686
Kartik 2075,411 BAGLUNG,377
Kartik 2075,203 DHANUSA,"1,264"
Kartik 2075,208 PARSA,345
Kartik 2075,3 Bagmati Province,"5,289"
Kartik 2075,308 LALITPUR,667
Kartik 2075,705 DADELDHURA,167
Kartik 2075,107 DHANKUTA,150
Kartik 2075,301 DOLAKHA,212
Kartik 2075,603 HUMLA,86
Kartik 2075,709 KANCHANPUR,462
Kartik 2075,114 UDAYAPUR,345
Kartik 2075,707 ACHHAM,180
Kartik 2075,111 JHAPA,"1,189"
Kartik 2075,306 KATHMANDU,"1,499"
Kartik 2075,410 PARBAT,150
Kartik 2075,110 ILAM,101
Kartik 2075,506 PALPA,433
Kartik 2075,6 Karnali Province,"2,058"
Kartik 2076,309 KAVREPALANCHOK,326
Kartik 2076,305 NUWAKOT,297
Kartik 2076,301 DOLAKHA,337
Kartik 2076,102 SANKHUWASABHA,243
Kartik 2076,510 DANG,851
Kartik 2076,304 DHADING,411
Kartik 2076,7 Sudurpashchim Province,"2,486"
Kartik 2076,409 SYANGJA,334
Kartik 2076,704 BAITADI,97
Kartik 2076,207 BARA,968
Kartik 2076,101 TAPLEJUNG,159
Kartik 2076,608 RUKUM WEST,849
Kartik 2076,607 JAJARKOT,181
Kartik 2076,110 ILAM,257
Kartik 2076,202 SIRAHA,"1,189"
Kartik 2076,411 BAGLUNG,572
Kartik 2076,6 Karnali Province,"3,347"
Kartik 2076,108 TERHATHUM,145
